model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Swallow-8B-bf16,bf16,1,F1-05,main,,20260905,1,machine,True,0.7556,38,3019.0,results_2line/raw/Swallow-8B-bf16/F1-05__main.txt,0.3556,0.0222,0.0,lines,移動,field,C-0182,,0,,,,,,,,,,1229,1229,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:10,81,,
Qwen3-8B-int8,int8,1,F6-10,main,,20260905,1,machine,True,0.7097,29,900.4,results_2line/raw/Qwen3-8B-int8/F6-10__main.txt,0.3871,0.0323,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,1339,1337,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:10,81,,
Qwen3-8B-int8,int8,1,F6-09,main,,20260905,1,machine,True,0.7353,37,1093.2,results_2line/raw/Qwen3-8B-int8/F6-09__main.txt,0.2059,0.0294,0.0,lines,購入,field,C-0166,,0,,,,,,,,,,1339,1332,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:10,81,,
Swallow-8B-bf16,bf16,1,F1-04,main,,20260905,1,machine,True,0.7917,40,3135.0,results_2line/raw/Swallow-8B-bf16/F1-04__main.txt,0.4792,0.0208,0.0,lines,購入,field,C-0088,,0,,,,,False,,,,,1246,1251,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-12,main,,20260905,1,machine,True,0.7188,31,983.1,results_2line/raw/Qwen3-8B-int8/F6-12__main.txt,0.1562,0.0312,0.0,lines,購入,field,C-0075,,0,,,,,,,,,,1347,1340,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-15,main,,20260905,1,machine,True,0.6786,30,896.8,results_2line/raw/Qwen3-8B-int8/F6-15__main.txt,0.2143,0.0357,0.0,lines,待機,field,C-0061,,0,,,,,,,,,,1344,1339,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Swallow-8B-bf16,bf16,1,F1-06,main,,20260905,0,machine,True,0.7826,42,3321.9,results_2line/raw/Swallow-8B-bf16/F1-06__main.txt,0.3043,0.0217,0.0,lines,購入,field,C-0075,,1,slots,,,,,,,,,1250,1248,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-11,main,,20260905,1,machine,True,0.7429,36,1158.3,results_2line/raw/Qwen3-8B-int8/F6-11__main.txt,0.2286,0.0286,0.0,lines,移動,field,C-0029,,0,,,,,,,,,,1344,1338,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-13,main,,20260905,1,machine,True,0.7273,33,1041.0,results_2line/raw/Qwen3-8B-int8/F6-13__main.txt,0.3333,0.0303,0.0,lines,購入,field,C-0190,,0,,,,,,,,,,1340,1336,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-16,main,,20260905,1,machine,True,0.6897,34,991.4,results_2line/raw/Qwen3-8B-int8/F6-16__main.txt,0.1379,0.0345,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,1345,1330,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-14,main,,20260905,1,machine,True,0.7568,38,1213.5,results_2line/raw/Qwen3-8B-int8/F6-14__main.txt,0.1622,0.027,0.0,lines,移動,field,C-0134,,0,,,,,,,,,,1340,1335,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Swallow-8B-bf16,bf16,1,F1-03,main,,20260905,1,machine,True,0.8214,48,3820.9,results_2line/raw/Swallow-8B-bf16/F1-03__main.txt,0.5,0.0179,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1245,1248,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-17,main,,20260905,1,machine,True,0.6538,28,932.8,results_2line/raw/Qwen3-8B-int8/F6-17__main.txt,0.1923,0.0385,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1344,1328,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Qwen3-8B-int8,int8,1,F6-18,main,,20260905,1,machine,True,0.6538,28,933.1,results_2line/raw/Qwen3-8B-int8/F6-18__main.txt,0.1923,0.0385,0.0,lines,購入,field,C-0075,,0,,,,,,,,,,1347,1332,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:11,81,,
Swallow-8B-bf16,bf16,1,F1-08,main,,20260905,0,machine,True,0.9394,52,4124.4,results_2line/raw/Swallow-8B-bf16/F1-08__main.txt,0.5,0.0,0.0,lines,待機,field,,,0,,False,,,,,,,,1240,1245,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:12,81,,
Swallow-8B-bf16,bf16,1,F6-03,main,,20260905,1,machine,True,0.8125,21,1841.5,results_2line/raw/Swallow-8B-bf16/F6-03__main.txt,0.1875,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1332,1338,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-21,main,,20260905,1,machine,True,0.8846,26,835.7,results_2line/raw/Qwen3-8B-int8/F6-21__main.txt,0.3077,0.0,0.0,lines,待機,field,,,0,,,,,,,,,,1365,1357,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-20,main,,20260905,1,machine,True,0.6538,28,911.3,results_2line/raw/Qwen3-8B-int8/F6-20__main.txt,0.1923,0.0385,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1342,1325,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-19,main,,20260905,1,machine,True,0.7353,30,975.7,results_2line/raw/Qwen3-8B-int8/F6-19__main.txt,0.3529,0.0294,0.0,lines,購入,field,C-0030,,0,,,,,,,,,,1343,1328,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-22,main,,20260905,1,machine,True,0.9091,28,870.5,results_2line/raw/Qwen3-8B-int8/F6-22__main.txt,0.4545,0.0,0.0,lines,待機,field,,,0,,,,,,,,,,1371,1361,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-23,main,,20260905,1,machine,True,0.7273,33,998.2,results_2line/raw/Qwen3-8B-int8/F6-23__main.txt,0.303,0.0303,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1364,1352,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-24,main,,20260905,1,machine,True,0.9143,34,1044.0,results_2line/raw/Qwen3-8B-int8/F6-24__main.txt,0.3429,0.0,0.0,lines,待機,field,,,0,,,,,,,,,,1382,1367,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:12,81,,
Swallow-8B-bf16,bf16,1,F6-01,main,,20260905,1,machine,True,0.7568,31,2562.1,results_2line/raw/Swallow-8B-bf16/F6-01__main.txt,0.3784,0.027,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1336,1339,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:12,81,,
Swallow-8B-bf16,bf16,1,F6-02,main,,20260905,1,machine,True,0.7568,31,2563.2,results_2line/raw/Swallow-8B-bf16/F6-02__main.txt,0.3784,0.027,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1334,1339,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-28,main,,20260905,1,machine,True,0.6429,30,844.0,results_2line/raw/Qwen3-8B-int8/F6-28__main.txt,0.2143,0.0714,0.0,lines,移動,field,C-0116,,0,,,,,,,,,,1364,1358,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:12,81,,
Qwen3-8B-int8,int8,1,F6-25,main,,20260905,1,machine,True,0.7568,40,1136.9,results_2line/raw/Qwen3-8B-int8/F6-25__main.txt,0.1622,0.027,0.0,lines,購入,field,C-0166,,0,,,,,,,,,,1381,1363,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-26,main,,20260905,1,machine,True,0.7027,39,1118.9,results_2line/raw/Qwen3-8B-int8/F6-26__main.txt,0.2162,0.027,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1364,1359,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-29,main,,20260905,1,machine,True,0.697,33,934.9,results_2line/raw/Qwen3-8B-int8/F6-29__main.txt,0.2424,0.0606,0.0,lines,購入,field,C-0117,,0,,,,,,,,,,1364,1358,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-30,main,,20260905,1,machine,True,0.6857,35,1071.1,results_2line/raw/Qwen3-8B-int8/F6-30__main.txt,0.3143,0.0286,0.0,lines,購入,field,C-0003,,0,,,,,,,,,,1361,1358,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-27,main,,20260905,1,machine,True,0.6944,38,1169.5,results_2line/raw/Qwen3-8B-int8/F6-27__main.txt,0.2778,0.0278,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1365,1360,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Swallow-8B-bf16,bf16,1,F6-06,main,,20260905,1,machine,True,0.6897,25,2082.7,results_2line/raw/Swallow-8B-bf16/F6-06__main.txt,0.2414,0.0345,0.0,lines,購入,field,C-0006,,0,,,,,,,,,,1326,1331,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-31,main,,20260905,1,machine,True,0.8966,30,884.9,results_2line/raw/Qwen3-8B-int8/F6-31__main.txt,0.3793,0.0,0.0,lines,通報,field,,,0,,,,,,,,,,1340,1335,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Swallow-8B-bf16,bf16,1,F6-04,main,,20260905,1,machine,True,0.7632,31,2501.2,results_2line/raw/Swallow-8B-bf16/F6-04__main.txt,0.3684,0.0263,0.0,lines,移動,field,C-0210,,0,,,,,,,,,,1336,1337,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-32,main,,20260905,1,machine,True,0.6897,30,879.1,results_2line/raw/Qwen3-8B-int8/F6-32__main.txt,0.2414,0.0345,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1340,1331,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Swallow-8B-bf16,bf16,1,F6-05,main,,20260905,1,machine,True,0.9189,32,2708.2,results_2line/raw/Swallow-8B-bf16/F6-05__main.txt,0.3784,0.0,0.0,lines,移動,field,,,0,,,,,,,,,,1328,1335,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-33,main,,20260905,1,machine,True,0.7188,30,888.5,results_2line/raw/Qwen3-8B-int8/F6-33__main.txt,0.375,0.0312,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1347,1340,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-36,main,,20260905,1,machine,True,0.8846,27,797.2,results_2line/raw/Qwen3-8B-int8/F6-36__main.txt,0.3846,0.0,0.0,lines,待機,field,,,0,,,,,,,,,,1341,1336,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-35,main,,20260905,1,machine,True,0.6786,30,857.5,results_2line/raw/Qwen3-8B-int8/F6-35__main.txt,0.2143,0.0357,0.0,lines,休憩,field,C-0012,,0,,,,,,,,,,1346,1337,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-34,main,,20260905,1,machine,True,0.6429,30,857.8,results_2line/raw/Qwen3-8B-int8/F6-34__main.txt,0.2143,0.0714,0.0,lines,移動,field,C-0116,,0,,,,,,,,,,1349,1340,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:13,81,,
Qwen3-8B-int8,int8,1,F6-40,main,,20260905,1,machine,True,0.8889,24,716.3,results_2line/raw/Qwen3-8B-int8/F6-40__main.txt,0.4444,0.0,0.0,lines,通報,field,,,0,,,,,,,,,,1390,1385,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Swallow-8B-bf16,bf16,1,F6-09,main,,20260905,1,machine,True,0.6538,25,2090.3,results_2line/raw/Swallow-8B-bf16/F6-09__main.txt,0.1923,0.0385,0.0,lines,購入,field,C-0166,,0,,,,,,,,,,1326,1332,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:14,81,,
Qwen3-8B-int8,int8,1,F6-37,main,,20260905,1,machine,True,0.9032,32,958.7,results_2line/raw/Qwen3-8B-int8/F6-37__main.txt,0.2903,0.0,0.0,lines,会話,field,,,0,,,,,,,,,,1344,1338,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Swallow-8B-bf16,bf16,1,F6-07,main,,20260905,1,machine,True,0.7632,31,2514.3,results_2line/raw/Swallow-8B-bf16/F6-07__main.txt,0.3684,0.0263,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1332,1335,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:14,81,,
Qwen3-8B-int8,int8,1,F6-38,main,,20260905,1,machine,True,0.7,31,947.6,results_2line/raw/Qwen3-8B-int8/F6-38__main.txt,0.2667,0.0333,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1344,1339,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Qwen3-8B-int8,int8,1,F6-39,main,,20260905,1,machine,True,0.7353,39,1133.0,results_2line/raw/Qwen3-8B-int8/F6-39__main.txt,0.2059,0.0294,0.0,lines,購入,field,C-0210,,0,,,,,,,,,,1347,1337,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Swallow-8B-bf16,bf16,1,F6-08,main,,20260905,1,machine,True,0.75,30,2524.9,results_2line/raw/Swallow-8B-bf16/F6-08__main.txt,0.3889,0.0278,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1328,1335,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:14,81,,
Qwen3-8B-int8,int8,1,F6-42,main,,20260905,1,machine,True,0.6538,28,901.6,results_2line/raw/Qwen3-8B-int8/F6-42__main.txt,0.2308,0.0385,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1390,1381,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Qwen3-8B-int8,int8,1,F6-43,main,,20260905,1,machine,True,0.6786,30,940.6,results_2line/raw/Qwen3-8B-int8/F6-43__main.txt,0.2143,0.0357,0.0,lines,休憩,field,C-0031,,0,,,,,,,,,,1346,1338,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Qwen3-8B-int8,int8,1,F6-44,main,,20260905,1,machine,True,0.7429,34,1048.2,results_2line/raw/Qwen3-8B-int8/F6-44__main.txt,0.3429,0.0286,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,1340,1336,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Qwen3-8B-int8,int8,1,F6-41,main,,20260905,1,machine,True,0.75,36,1102.5,results_2line/raw/Qwen3-8B-int8/F6-41__main.txt,0.1111,0.0278,0.0,lines,移動,field,C-0087,,0,,,,,,,,,,1393,1385,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:14,81,,
Swallow-8B-bf16,bf16,1,F6-12,main,,20260905,1,machine,True,0.8125,21,1794.4,results_2line/raw/Swallow-8B-bf16/F6-12__main.txt,0.1875,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1336,1340,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:15,81,,
Qwen3-8B-int8,int8,1,F6-45,main,,20260905,1,machine,True,0.7273,36,933.5,results_2line/raw/Qwen3-8B-int8/F6-45__main.txt,0.1212,0.0303,0.0,lines,購入,field,C-0210,,0,,,,,,,,,,1349,1337,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:15,81,,
Qwen3-8B-int8,int8,2,F2-02,main,,20260905,0,machine,False,0.8824,36,896.6,results_2line/raw/Qwen3-8B-int8/F2-02__main.txt,0.3235,0.0,0.0,format_error,会話,field,,,0,,False,False,False,,,,,,1155,1155,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:15,81,,
Swallow-8B-bf16,bf16,1,F6-11,main,,20260905,1,machine,True,0.7632,30,2464.8,results_2line/raw/Swallow-8B-bf16/F6-11__main.txt,0.4211,0.0263,0.0,lines,購入,field,C-0030,,0,,,,,,,,,,1334,1338,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:15,81,,
Swallow-8B-bf16,bf16,1,F6-10,main,,20260905,1,machine,True,0.7568,31,2522.8,results_2line/raw/Swallow-8B-bf16/F6-10__main.txt,0.3784,0.027,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,1328,1337,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:15,81,,
Qwen3-8B-int8,int8,2,F2-01,main,,20260905,0,machine,False,0.9111,42,1038.1,results_2line/raw/Qwen3-8B-int8/F2-01__main.txt,0.3556,0.0,0.0,format_error,移動,field,,,0,,,True,True,,,,,,1272,1273,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:15,81,,
Qwen3-8B-int8,int8,2,F2-03,main,,20260905,0,machine,False,0.9149,46,970.7,results_2line/raw/Qwen3-8B-int8/F2-03__main.txt,0.4255,0.0,0.0,format_error,会話,field,,,0,,False,False,True,,,,,,1186,1177,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:15,81,,
Qwen3-8B-int8,int8,2,F2-04,main,,20260905,0,machine,False,0.8857,38,788.4,results_2line/raw/Qwen3-8B-int8/F2-04__main.txt,0.3143,0.0,0.0,format_error,会話,field,,,0,,,False,False,False,,,,,1163,1165,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:15,81,,
Qwen3-8B-int8,int8,2,F2-05,main,,20260905,0,machine,False,0.8919,36,731.4,results_2line/raw/Qwen3-8B-int8/F2-05__main.txt,0.3784,0.0,0.0,format_error,会話,field,,,0,,False,False,True,,,,,,1167,1164,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:15,81,,
Qwen3-8B-int8,int8,2,F2-06,main,,20260905,0,machine,False,0.9318,41,772.9,results_2line/raw/Qwen3-8B-int8/F2-06__main.txt,0.4091,0.0,0.0,format_error,待機,field,,,0,,,True,True,,,,,,1175,1172,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T17:10:15,81,,
Swallow-8B-bf16,bf16,1,F6-15,main,,20260905,1,machine,True,0.8125,21,1798.6,results_2line/raw/Swallow-8B-bf16/F6-15__main.txt,0.1875,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1333,1339,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:15,81,,
Swallow-8B-bf16,bf16,1,F6-13,main,,20260905,1,machine,True,0.7632,33,2794.9,results_2line/raw/Swallow-8B-bf16/F6-13__main.txt,0.3947,0.0263,0.0,lines,購入,field,C-0190,,0,,,,,,,,,,1328,1336,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T17:10:16,81,,
