model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Qwen3-8B-int8,int8,1,F1-07v0,main,,20260905,1,machine,True,0.875,30,1007.2,results_f1var/raw/Qwen3-8B-int8/F1-07v0__main.txt,0.4062,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1776,1771,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-8B-int8,int8,1,F1-06v1,main,,20260905,0,machine,True,0.8889,34,1110.0,results_f1var/raw/Qwen3-8B-int8/F1-06v1__main.txt,0.4444,0.0,0.0,lines,購入,field,なし,,1,slots,,,,,,,,,1238,1225,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-14B-int8,int8,1,F1-03v1,main,,20260905,1,machine,True,0.9074,43,2648.3,results_f1var/raw/Qwen3-14B-int8/F1-03v1__main.txt,0.5741,0.0,0.0,lines,休憩,fallback,なし,,0,,,,,,,,,,1227,1225,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-8B-int8,int8,1,F1-07v1,main,,20260905,1,machine,True,0.9,37,993.1,results_f1var/raw/Qwen3-8B-int8/F1-07v1__main.txt,0.525,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1226,1221,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-14B-int8,int8,1,F1-04v1,main,,20260905,1,machine,True,0.7442,44,2676.6,results_f1var/raw/Qwen3-14B-int8/F1-04v1__main.txt,0.3721,0.0233,0.0,lines,購入,field,C-0088,,0,,,,,False,,,,,1228,1227,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-8B-int8,int8,1,F1-08v0,main,,20260905,0,machine,True,0.9167,39,921.2,results_f1var/raw/Qwen3-8B-int8/F1-08v0__main.txt,0.5,0.0,0.0,lines,会話,field,なし,,0,,False,,,,,,,,1771,1770,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-14B-int8,int8,1,F1-01v0,main,,20260905,0,machine,True,0.8868,46,2732.7,results_f1var/raw/Qwen3-14B-int8/F1-01v0__main.txt,0.3774,0.0377,0.0,lines,購入,field,定食店A,,1,money,,,,,,,,,1760,1755,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-8B-int8,int8,1,F1-06v0,main,,20260905,0,machine,True,0.8409,45,1323.3,results_f1var/raw/Qwen3-8B-int8/F1-06v0__main.txt,0.2727,0.0,0.0,lines,購入,field,なし,,1,slots,,,,,,,,,1771,1764,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-14B-int8,int8,1,F1-02v1,main,,20260905,0,machine,True,0.8868,46,2798.4,results_f1var/raw/Qwen3-14B-int8/F1-02v1__main.txt,0.3774,0.0377,0.0,lines,購入,field,定食店A,,1,hours,,,,,,,,,1223,1214,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-8B-int8,int8,1,F1-08v1,main,,20260905,0,machine,True,0.8077,46,896.7,results_f1var/raw/Qwen3-8B-int8/F1-08v1__main.txt,0.4423,0.0192,0.0,lines,会話,field,C-0002,,0,,False,,,,,,,,1222,1221,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-06T13:51:17,81,,
Qwen3-14B-int8,int8,1,F1-04v0,main,,20260905,1,machine,True,0.7083,49,3318.6,results_f1var/raw/Qwen3-14B-int8/F1-04v0__main.txt,0.3542,0.0208,0.0,lines,購入,field,C-0088,,0,,,,,False,,,,,1768,1772,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:18,81,,
Qwen3-14B-int8,int8,1,F1-02v0,main,,20260905,1,machine,True,0.8438,50,3349.9,results_f1var/raw/Qwen3-14B-int8/F1-02v0__main.txt,0.4844,0.0156,0.0,lines,移動,field,C-0121,,0,,,,,,,,,,1749,1747,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:18,81,,
Qwen3-14B-int8,int8,1,F1-03v0,main,,20260905,1,machine,True,0.8281,60,3894.7,results_f1var/raw/Qwen3-14B-int8/F1-03v0__main.txt,0.4844,0.0156,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1767,1769,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:18,81,,
Qwen3-14B-int8,int8,1,F1-07v0,main,,20260905,1,machine,True,0.8889,34,1809.6,results_f1var/raw/Qwen3-14B-int8/F1-07v0__main.txt,0.4444,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1776,1771,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:19,81,,
Qwen3-14B-int8,int8,1,F1-07v1,main,,20260905,1,machine,True,0.8974,35,1408.4,results_f1var/raw/Qwen3-14B-int8/F1-07v1__main.txt,0.4872,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1226,1221,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:19,81,,
Qwen3-14B-int8,int8,1,F1-05v0,main,,20260905,0,machine,True,0.8182,44,2357.0,results_f1var/raw/Qwen3-14B-int8/F1-05v0__main.txt,0.5091,0.0182,0.0,lines,移動,field,C-0182,,1,physical,,,,,,,,,1784,1782,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:19,81,,
Qwen3-14B-int8,int8,1,F1-08v0,main,,20260905,1,machine,True,0.9111,35,1406.7,results_f1var/raw/Qwen3-14B-int8/F1-08v0__main.txt,0.5333,0.0,0.0,lines,手伝い,field,なし,,0,,True,,,,,,,,1771,1770,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:19,81,,
Qwen3-14B-int8,int8,1,F1-06v1,main,,20260905,0,machine,True,0.8077,51,2348.9,results_f1var/raw/Qwen3-14B-int8/F1-06v1__main.txt,0.3462,0.0192,0.0,lines,購入,field,C-0075,,1,slots,,,,,,,,,1238,1225,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:20,81,,
Qwen3-14B-int8,int8,1,F1-06v0,main,,20260905,0,machine,True,0.8182,52,2401.2,results_f1var/raw/Qwen3-14B-int8/F1-06v0__main.txt,0.3818,0.0182,0.0,lines,購入,field,C-0075,,1,slots,,,,,,,,,1771,1764,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:20,81,,
Qwen3-14B-int8,int8,1,F1-05v1,main,,20260905,0,machine,True,0.8429,57,2543.6,results_f1var/raw/Qwen3-14B-int8/F1-05v1__main.txt,0.5429,0.0143,0.0,lines,移動,field,C-0182,,1,physical,,,,,,,,,1212,1208,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:20,81,,
Qwen3-14B-int8,int8,1,F1-08v1,main,,20260905,0,machine,True,0.8125,40,1297.7,results_f1var/raw/Qwen3-14B-int8/F1-08v1__main.txt,0.3958,0.0208,0.0,lines,会話,field,P-901,,0,,False,,,,,,,,1222,1221,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-06T13:51:20,81,,
Qwen3-32B-awq,awq,1,F1-01v0,main,,20260905,0,machine,True,0.7222,37,10451.9,results_f1var/raw/Qwen3-32B-awq/F1-01v0__main.txt,0.3056,0.0278,0.0,lines,購入,field,C-0117,,1,money,,,,,,,,,1760,1755,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:25,81,,
Qwen3-32B-awq,awq,1,F1-04v0,main,,20260905,1,machine,True,0.8974,39,11995.5,results_f1var/raw/Qwen3-32B-awq/F1-04v0__main.txt,0.3846,0.0,0.0,lines,移動,field,居酒屋,,0,,,,,False,,,,,1768,1772,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:27,81,,
Qwen3-32B-awq,awq,1,F1-02v1,main,,20260905,1,machine,True,0.6857,39,11997.5,results_f1var/raw/Qwen3-32B-awq/F1-02v1__main.txt,0.2,0.0571,0.0,lines,移動,field,C-0121,,0,,,,,,,,,,1223,1214,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:27,81,,
Qwen3-32B-awq,awq,1,F1-03v0,main,,20260905,1,machine,True,0.8974,39,11996.7,results_f1var/raw/Qwen3-32B-awq/F1-03v0__main.txt,0.3846,0.0,0.0,lines,移動,field,居酒屋,,0,,,,,,,,,,1767,1769,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:27,81,,
Qwen3-32B-awq,awq,1,F1-01v1,main,,20260905,1,machine,True,0.7755,45,14275.9,results_f1var/raw/Qwen3-32B-awq/F1-01v1__main.txt,0.3878,0.0408,0.0,lines,移動,field,C-0117,,0,,,,,,,,,,1230,1218,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:29,81,,
Qwen3-32B-awq,awq,1,F1-04v1,main,,20260905,1,machine,True,0.7727,44,14272.5,results_f1var/raw/Qwen3-32B-awq/F1-04v1__main.txt,0.3864,0.0227,0.0,lines,移動,field,C-0088,,0,,,,,False,,,,,1228,1227,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:29,81,,
Qwen3-32B-awq,awq,1,F1-03v1,main,,20260905,1,machine,True,0.7674,44,14274.0,results_f1var/raw/Qwen3-32B-awq/F1-03v1__main.txt,0.3721,0.0233,0.0,lines,移動,field,C-0088,,0,,,,,,,,,,1227,1225,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:29,81,,
Qwen3-32B-awq,awq,1,F1-02v0,main,,20260905,1,machine,True,0.875,46,14516.1,results_f1var/raw/Qwen3-32B-awq/F1-02v0__main.txt,0.4583,0.0,0.0,lines,移動,field,コンビニ,,0,,,,,,,,,,1749,1747,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:29,81,,
Qwen3-32B-awq,awq,1,F1-06v1,main,,20260905,1,machine,True,0.9,36,9005.7,results_f1var/raw/Qwen3-32B-awq/F1-06v1__main.txt,0.375,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1238,1225,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:36,81,,
Qwen3-32B-awq,awq,1,F1-05v0,main,,20260905,1,machine,True,0.7917,42,10796.8,results_f1var/raw/Qwen3-32B-awq/F1-05v0__main.txt,0.4375,0.0208,0.0,lines,移動,field,C-0182,,0,,,,,,,,,,1784,1782,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:36,81,,
Qwen3-32B-awq,awq,1,F1-06v0,main,,20260905,0,machine,True,0.8889,38,9249.8,results_f1var/raw/Qwen3-32B-awq/F1-06v0__main.txt,0.4444,0.0,0.0,lines,購入,field,なし,,1,slots,,,,,,,,,1771,1764,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:36,81,,
Qwen3-32B-awq,awq,1,F1-08v0,main,,20260905,0,machine,True,0.9,35,7213.2,results_f1var/raw/Qwen3-32B-awq/F1-08v0__main.txt,0.425,0.0,0.0,lines,待機,field,なし,,0,,False,,,,,,,,1771,1770,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:36,81,,
Qwen3-32B-awq,awq,1,F1-05v1,main,,20260905,1,machine,True,0.7917,42,9731.3,results_f1var/raw/Qwen3-32B-awq/F1-05v1__main.txt,0.4375,0.0208,0.0,lines,移動,field,C-0182,,0,,,,,,,,,,1212,1208,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:36,81,,
Qwen3-32B-awq,awq,1,F1-07v0,main,,20260905,1,machine,True,0.907,40,7795.9,results_f1var/raw/Qwen3-32B-awq/F1-07v0__main.txt,0.5116,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1776,1771,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:37,81,,
Qwen3-32B-awq,awq,1,F1-08v1,main,,20260905,1,machine,True,0.907,38,7556.2,results_f1var/raw/Qwen3-32B-awq/F1-08v1__main.txt,0.5116,0.0,0.0,lines,手伝い,field,なし,,0,,True,,,,,,,,1222,1221,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:37,81,,
Qwen3-32B-awq,awq,1,F1-07v1,main,,20260905,0,machine,True,0.9167,41,7909.2,results_f1var/raw/Qwen3-32B-awq/F1-07v1__main.txt,0.4792,0.0,0.0,lines,会話,field,なし,,1,ordinance,,,,,,,,,1226,1221,0.0,1,8,http://127.0.0.1:8002,0.28.0,2026-09-06T13:51:37,81,,
